"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.852068500E0,2.774963379E0,4.581079483E1,-1.125187683E1
8.881884500E0,3.063522339E0,4.599066925E1,-1.091704559E1
8.911701500E0,3.047569275E0,4.625212097E1,-1.038289261E1
8.941517500E0,3.125129700E0,4.620138550E1,-1.013562393E1
8.971334500E0,3.123031616E0,4.615914154E1,-9.583267212E0
9.001150500E0,3.425994873E0,4.625531769E1,-9.225593567E0
9.030967500E0,3.529113770E0,4.626941681E1,-9.059875488E0
9.060784500E0,3.628211975E0,4.649390411E1,-8.770393372E0
9.090600500E0,3.792350769E0,4.644376373E1,-8.782474518E0
9.120417500E0,4.186859131E0,4.631709290E1,-8.606227875E0
9.150233500E0,4.042297363E0,4.644564056E1,-8.348171234E0
9.180050500E0,4.307342529E0,4.634459686E1,-8.085807800E0
9.209866500E0,4.422012329E0,4.624996185E1,-8.405406952E0
9.239683500E0,4.411193848E0,4.646240234E1,-8.155761719E0
9.269499500E0,4.788146973E0,4.625136185E1,-8.099987030E0
9.299316500E0,4.752090454E0,4.641393661E1,-8.003173828E0
9.329133500E0,4.787971497E0,4.632732391E1,-8.112571716E0
9.358949500E0,5.029235840E0,4.634104919E1,-7.816047668E0
9.388766500E0,5.040191650E0,4.635529327E1,-7.524055481E0
9.418582500E0,5.291702271E0,4.638259888E1,-7.393665314E0
9.448399500E0,5.300910950E0,4.642535400E1,-7.335548401E0
9.478215500E0,5.405250549E0,4.631011581E1,-6.801555634E0
9.508032500E0,5.325210571E0,4.632166290E1,-6.663124084E0
9.537849500E0,5.396980286E0,4.643420410E1,-6.870197296E0
9.567664917E0,5.412506104E0,4.636355209E1,-6.535415649E0
9.597481917E0,5.647476196E0,4.642005920E1,-6.420192719E0
9.627297917E0,5.719879150E0,4.623439407E1,-6.483089447E0
9.657114917E0,5.647041321E0,4.640962982E1,-6.834743500E0
9.686930917E0,5.659103394E0,4.623342133E1,-6.850795746E0
9.716747917E0,5.358612061E0,4.638048553E1,-6.704452515E0
9.746563917E0,5.433364868E0,4.629814148E1,-6.952762604E0
9.776380917E0,5.483894348E0,4.632798767E1,-6.667942047E0
9.806197917E0,5.707695007E0,4.626535034E1,-6.798233032E0
9.836013917E0,5.570793152E0,4.617144012E1,-6.974651337E0
9.865830917E0,5.379783630E0,4.623110199E1,-6.752658844E0
9.895646917E0,5.403175354E0,4.634794235E1,-7.135868073E0
9.925463917E0,5.394943237E0,4.619210052E1,-7.226200104E0
9.955279917E0,5.346557617E0,4.629105759E1,-7.359317780E0
9.985096917E0,5.405166626E0,4.628494644E1,-7.183315277E0
1.001491292E1,5.280410767E0,4.628022766E1,-7.282054901E0
1.004472992E1,5.028434753E0,4.626250458E1,-7.560794830E0
1.007454692E1,4.955307007E0,4.626342392E1,-7.742053986E0
1.010436292E1,4.749740601E0,4.629075623E1,-7.693424225E0
1.013417992E1,4.454833984E0,4.622369766E1,-7.713260651E0
1.016399592E1,4.175888062E0,4.640225983E1,-7.803543091E0
1.019381292E1,4.013694763E0,4.649342346E1,-8.386413574E0
1.022362892E1,3.685249329E0,4.628791809E1,-8.863254547E0
1.025344592E1,3.380645752E0,4.637556458E1,-9.337772369E0
1.028326192E1,3.079612732E0,4.625728607E1,-9.213909149E0
1.031307892E1,2.845336914E0,4.637857819E1,-9.634193420E0
1.034289492E1,2.785896301E0,4.625793839E1,-1.014330292E1
1.037271192E1,2.540168762E0,4.616676331E1,-1.069101715E1
1.040252892E1,2.467262268E0,4.610807037E1,-1.116723633E1
1.043234492E1,2.126869202E0,4.604654694E1,-1.147746658E1
1.046216192E1,1.653678894E0,4.595970154E1,-1.167393494E1
1.049197792E1,1.432853699E0,4.595539856E1,-1.208793259E1
1.052179492E1,1.179229736E0,4.606217957E1,-1.272940445E1
1.055161138E1,1.055953979E0,4.599698257E1,-1.279202652E1
1.058142838E1,1.075286865E0,4.589810181E1,-1.319468307E1
1.061124438E1,1.184104919E0,4.593139648E1,-1.319424057E1
1.064106138E1,1.045951843E0,4.579863739E1,-1.336448288E1
1.067087737E1,1.020080566E0,4.589865494E1,-1.302776718E1
1.070069438E1,1.333625793E0,4.583508301E1,-1.312562943E1
1.073051038E1,1.613258362E0,4.600475311E1,-1.318310165E1
1.076032737E1,1.590126038E0,4.588015747E1,-1.347024918E1
1.079014438E1,1.569999695E0,4.590080643E1,-1.365065384E1
1.081996038E1,1.654998779E0,4.578794861E1,-1.382198715E1
1.084977738E1,1.369590759E0,4.596658707E1,-1.366950607E1
1.087959338E1,1.490982056E0,4.575926208E1,-1.371500015E1
1.090941038E1,1.437942505E0,4.572707367E1,-1.390578079E1
1.093922638E1,1.535552979E0,4.556496429E1,-1.371879196E1
1.096904338E1,1.475402832E0,4.562555695E1,-1.365293503E1
1.099885938E1,1.493286133E0,4.569316864E1,-1.359772110E1
1.102867638E1,1.529953003E0,4.578336334E1,-1.318693161E1
1.105849237E1,1.549423218E0,4.574888611E1,-1.319060898E1
1.108830938E1,1.633132935E0,4.566655731E1,-1.335348892E1
1.111812538E1,1.519332886E0,4.562610626E1,-1.303429794E1
1.114794238E1,1.516113281E0,4.557538986E1,-1.340253067E1
1.117775838E1,1.561401367E0,4.560898590E1,-1.331705093E1
1.120757538E1,1.719047546E0,4.562038422E1,-1.389712906E1
1.123739138E1,1.584648132E0,4.565791321E1,-1.373602676E1
1.126720838E1,1.444129944E0,4.551375580E1,-1.375566483E1
1.129702538E1,1.376922607E0,4.561651611E1,-1.364168167E1
1.132684138E1,1.316513062E0,4.574305725E1,-1.352032852E1
1.135665837E1,1.417640686E0,4.576536942E1,-1.380848312E1
1.138647438E1,1.488128662E0,4.566292953E1,-1.382073593E1
1.141629138E1,1.589073181E0,4.566618347E1,-1.369810867E1
1.144610737E1,1.535140991E0,4.575563049E1,-1.401990128E1
1.147592438E1,1.624412537E0,4.570391083E1,-1.401929092E1
1.150574038E1,1.472419739E0,4.586672974E1,-1.391295242E1
1.153555738E1,1.563339233E0,4.579885864E1,-1.350088120E1
1.156537317E1,1.470962524E0,4.566738129E1,-1.372626114E1
1.159519017E1,1.623016357E0,4.562372589E1,-1.369533157E1
1.162500617E1,1.560180664E0,4.569032288E1,-1.372666550E1
1.165482317E1,1.566345215E0,4.575273895E1,-1.364818192E1
1.168463917E1,1.576286316E0,4.557709122E1,-1.352759933E1
1.171445617E1,1.566795349E0,4.565557098E1,-1.339570236E1
1.174427217E1,1.469902039E0,4.570642853E1,-1.355542374E1
1.177408917E1,1.621017456E0,4.572912598E1,-1.366974258E1
1.180390517E1,1.546432495E0,4.563921356E1,-1.370674515E1
1.183372217E1,1.362960815E0,4.565989685E1,-1.337688065E1
1.186353817E1,1.419013977E0,4.559931183E1,-1.354182816E1
1.189335517E1,1.511817932E0,4.548109436E1,-1.342551804E1
1.192317117E1,1.561080933E0,4.561904526E1,-1.350799942E1
1.195298817E1,1.631103516E0,4.554684448E1,-1.359245682E1
1.198280417E1,1.598960876E0,4.563285065E1,-1.343450546E1
1.201262117E1,1.562889099E0,4.553583527E1,-1.319838333E1
1.204243717E1,1.501182556E0,4.563587952E1,-1.345357895E1
1.207225417E1,1.552116394E0,4.579652023E1,-1.365067673E1
1.210207017E1,1.657920837E0,4.571096039E1,-1.346997452E1
1.213188717E1,1.601341248E0,4.554015350E1,-1.352453995E1
1.216170317E1,1.523712158E0,4.557019043E1,-1.363727188E1
1.219152017E1,1.613410950E0,4.567465210E1,-1.365323257E1
1.222133617E1,1.569877625E0,4.553008652E1,-1.377908707E1
