"Time (s)","X (hPa)"
4.934625787E2,1.015662308E3
4.945280767E2,1.015661850E3
4.955935497E2,1.015658951E3
4.966590307E2,1.015656586E3
4.977244837E2,1.015653305E3
4.987899577E2,1.015652237E3
4.998554117E2,1.015650558E3
5.009208777E2,1.015645447E3
5.019863797E2,1.015639801E3
5.030518837E2,1.015634766E3
5.041173887E2,1.015630112E3
