"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.316084792E2,-1.452237701E1,-4.737622452E1,-5.019454956E-1
1.316384332E2,-1.366404724E1,-4.800984192E1,1.550392151E0
1.316683862E2,-1.279366302E1,-4.857153320E1,3.052986145E0
1.316983392E2,-1.268180847E1,-4.885844803E1,4.109153748E0
1.317282922E2,-1.279582977E1,-4.929513168E1,5.527099609E0
1.317582462E2,-1.356850433E1,-4.923149872E1,7.227371216E0
1.317881992E2,-1.391140747E1,-4.944781494E1,8.562088013E0
1.318181522E2,-1.466567993E1,-4.931549072E1,9.734016418E0
1.318481050E2,-1.512145996E1,-4.930833054E1,1.062064362E1
1.318780590E2,-1.561967468E1,-4.944628906E1,1.166993713E1
1.319080120E2,-1.658903503E1,-4.947243881E1,1.189498901E1
1.319379650E2,-1.792198181E1,-4.925391388E1,1.197269440E1
1.319679190E2,-1.931044769E1,-4.908645630E1,1.150253296E1
1.319978720E2,-1.997336578E1,-4.899945450E1,9.964736938E0
1.320278250E2,-1.959826660E1,-4.941007614E1,9.099456787E0
1.320577790E2,-1.865184784E1,-4.979218674E1,7.411819458E0
1.320877320E2,-1.748793030E1,-5.019861603E1,6.520912170E0
1.321176850E2,-1.751362610E1,-5.017335510E1,5.487861633E0
1.321476380E2,-1.795844269E1,-5.007483292E1,4.587791443E0
1.321775920E2,-1.899076080E1,-4.990366364E1,3.633293152E0
1.322075450E2,-1.964620972E1,-4.963338852E1,3.910865784E0
1.322374980E2,-2.041551208E1,-4.973737717E1,4.598533630E0
1.322674510E2,-2.106944275E1,-4.939630127E1,5.833694458E0
1.322974050E2,-2.239889526E1,-4.894931030E1,7.252067566E0
1.323273580E2,-2.325625610E1,-4.854508972E1,8.517234802E0
1.323573110E2,-2.379532623E1,-4.817938995E1,9.693405151E0
1.323872650E2,-2.357627106E1,-4.791062546E1,9.476661682E0
1.324172180E2,-2.323346710E1,-4.801850128E1,8.934890747E0
1.324471710E2,-2.325529480E1,-4.788467789E1,7.346870422E0
1.324771240E2,-2.339993286E1,-4.764742661E1,5.383560181E0
1.325070780E2,-2.323669434E1,-4.753069687E1,2.743698120E0
1.325370310E2,-2.279828644E1,-4.742509460E1,4.416732788E-1
1.325669840E2,-2.202845764E1,-4.796252441E1,-1.876220703E0
1.325969380E2,-2.124964905E1,-4.814739609E1,-3.622688293E0
1.326268910E2,-2.134893036E1,-4.816317368E1,-5.198425293E0
1.326568440E2,-2.184158325E1,-4.823380661E1,-5.813087463E0
1.326867980E2,-2.299010468E1,-4.800868988E1,-4.421035767E0
1.327167510E2,-2.297229004E1,-4.851264191E1,3.018798828E-1
1.327467040E2,-2.262818909E1,-4.869007111E1,2.289894104E0
