"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.056071417E0,-8.099120855E-1,5.428619385E-1,-5.896575376E-2
4.071102417E0,-7.479725480E-1,4.517462850E-1,-2.662160061E-2
4.086133417E0,-6.766067743E-1,3.038601577E-1,1.114921365E-2
4.101164417E0,-6.048929095E-1,1.942027062E-1,4.042153805E-2
4.116195417E0,-5.375478268E-1,1.670086235E-1,4.458933696E-2
4.131227417E0,-4.692414403E-1,1.676097810E-1,3.368211165E-2
4.146258417E0,-3.881873190E-1,1.395190209E-1,1.887386851E-2
4.161289417E0,-2.826591432E-1,6.779664755E-2,1.050183270E-2
4.176320417E0,-1.643021405E-1,-2.831333317E-2,1.200998016E-2
4.191351417E0,-5.486099049E-2,-1.271315068E-1,1.535868645E-2
4.206382417E0,2.374087460E-2,-1.965960562E-1,-1.030934509E-4
4.221414417E0,5.783131719E-2,-2.518511117E-1,-1.474136021E-3
4.236445417E0,5.745629594E-2,-3.034619391E-1,7.479393855E-3
4.251476417E0,3.851909190E-2,-3.408788145E-1,2.512865234E-3
4.266507417E0,1.632297598E-2,-3.705269992E-1,1.809258014E-3
4.281538417E0,-3.930861130E-3,-4.068223238E-1,-5.336614326E-3
4.296569417E0,-4.368994758E-2,-4.537849724E-1,-1.473036595E-2
4.311600417E0,-1.095131412E-1,-4.701204896E-1,-1.771930978E-2
4.326632417E0,-1.958453655E-1,-4.048330784E-1,-1.051146351E-2
4.341663417E0,-2.831767201E-1,-2.908256650E-1,2.119218931E-3
4.356694417E0,-3.578470349E-1,-1.760635227E-1,1.294308901E-2
4.371725417E0,-4.114111662E-1,-8.154572546E-2,2.620245144E-2
4.386756417E0,-4.365244806E-1,-8.405738510E-3,4.190977663E-2
4.401787417E0,-4.379333854E-1,3.528268635E-2,5.840446800E-2
4.416819417E0,-4.342072010E-1,6.446095556E-2,7.257015258E-2
4.431850417E0,-4.302254021E-1,9.143175185E-2,9.858207405E-2
4.446881417E0,-4.138807952E-1,1.055912450E-1,1.368951201E-1
4.461912417E0,-3.910562694E-1,9.996217489E-2,1.619634181E-1
4.476943417E0,-3.644790649E-1,1.102972180E-1,1.555124074E-1
4.491974417E0,-3.430730999E-1,1.773458421E-1,1.345966607E-1
4.507005417E0,-3.139863014E-1,2.908763885E-1,1.109600440E-1
4.522037417E0,-2.586913109E-1,3.978330791E-1,9.431060404E-2
4.537068417E0,-1.873643100E-1,4.395963550E-1,8.092167228E-2
4.552099417E0,-1.120070517E-1,4.157284200E-1,8.274608850E-2
4.567130417E0,-6.399664283E-2,3.557662666E-1,1.010151058E-1
4.582161417E0,-2.961230278E-2,2.587420344E-1,1.156028435E-1
4.597192417E0,9.711652063E-3,1.571972370E-1,1.385394931E-1
4.612224417E0,4.644847661E-2,8.364040405E-2,1.728377640E-1
4.627255417E0,8.465684950E-2,6.284856796E-2,1.933824569E-1
4.642286417E0,1.220493466E-1,8.917230368E-2,1.995656341E-1
4.657317417E0,1.616798639E-1,1.330742836E-1,2.008609176E-1
4.672348417E0,1.986617148E-1,1.760553271E-1,2.023186088E-1
4.687379417E0,2.301530689E-1,2.035665810E-1,2.133502066E-1
4.702410417E0,2.519091070E-1,2.144149840E-1,2.204673737E-1
4.717442417E0,2.653730512E-1,2.059853971E-1,2.126903534E-1
4.732473417E0,2.644470036E-1,2.012991905E-1,1.992189139E-1
4.747504417E0,2.477463335E-1,2.151939571E-1,1.754989326E-1
4.762535417E0,2.261879146E-1,2.606957257E-1,1.505595446E-1
4.777566417E0,2.241071463E-1,3.199016750E-1,1.290643513E-1
4.792597417E0,2.603099346E-1,3.524365723E-1,1.040431708E-1
4.807629417E0,3.140320182E-1,3.236717582E-1,6.985297799E-2
4.822660417E0,3.735886216E-1,2.263852805E-1,2.640743554E-2
4.837691417E0,4.560240507E-1,1.333697438E-1,-1.905922592E-2
4.852722417E0,5.442032814E-1,1.046482772E-1,-5.701713264E-2
4.867753417E0,6.270962954E-1,1.657039076E-1,-9.489127994E-2
4.882784417E0,6.714980006E-1,2.304869741E-1,-1.274925768E-1
4.897815417E0,5.864655375E-1,1.909392625E-1,-1.843702942E-1
4.912847417E0,4.662862420E-1,1.049574465E-1,-2.210989743E-1
4.927878417E0,5.136713386E-1,1.642079949E-1,-1.880424917E-1
4.942909417E0,6.766591668E-1,1.317181885E-1,-1.561279744E-1
4.957940417E0,8.156486750E-1,-1.467372328E-1,-1.633675247E-1
4.972971417E0,8.707981110E-1,-4.192997515E-1,-1.918995231E-1
4.988002417E0,8.624210954E-1,-4.235429764E-1,-2.230510563E-1
5.003034417E0,7.361891270E-1,-1.434620917E-1,-2.235869765E-1
5.018065417E0,3.748778999E-1,2.267252207E-1,-2.018849254E-1
5.033096417E0,-1.040060744E-1,2.874022126E-1,-1.927593350E-1
