"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.897781050E2,5.233487867E1,4.863916468E0,4.774066150E0,NaN,NaN,3.500000000E1,1.677074051E1
4.910805010E2,5.233489560E1,4.863911296E0,4.774410427E0,NaN,NaN,3.500000000E1,1.610859680E1
4.970886530E2,5.233483428E1,4.863930034E0,4.774795473E0,NaN,NaN,3.933333333E1,1.937502289E1
4.976148549E2,5.233487372E1,4.863917983E0,4.770223618E0,NaN,NaN,3.500000000E1,1.677019310E1
4.989183719E2,5.233488624E1,4.863914159E0,4.767337739E0,NaN,NaN,3.500000000E1,1.610943604E1
5.049271829E2,5.233483208E1,4.863930705E0,4.764389634E0,NaN,NaN,3.933333333E1,1.937562943E1
5.053875600E2,5.233488078E1,4.863915825E0,4.763078630E0,NaN,NaN,3.500000000E1,1.671086121E1
5.070256280E2,5.233489937E1,4.863910145E0,4.762218356E0,NaN,NaN,3.500000000E1,1.640739822E1
5.130344030E2,5.233483587E1,4.863929547E0,4.761400640E0,NaN,NaN,3.933333333E1,1.945984077E1
5.136018250E2,5.233487531E1,4.863917499E0,4.763079643E0,NaN,NaN,3.500000000E1,1.685320854E1
5.152537620E2,5.233488995E1,4.863913024E0,4.764195025E0,NaN,NaN,3.500000000E1,1.649162102E1
5.212684200E2,5.233483354E1,4.863930260E0,4.765304625E0,NaN,NaN,3.933333333E1,1.948690033E1
5.218187680E2,5.233488506E1,4.863914518E0,4.771745741E0,NaN,NaN,3.500000000E1,1.685266876E1
5.233827300E2,5.233488881E1,4.863913371E0,4.775949419E0,NaN,NaN,3.500000000E1,1.640764809E1
