"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.691601208E0,-1.359949447E-2,3.944298718E-3,-2.987923566E-3
7.721435208E0,-7.239472121E-3,-1.081540622E-2,-4.227255937E-3
7.751269208E0,-9.370799176E-3,-2.287964802E-3,-5.249297246E-4
7.781104208E0,3.498393809E-3,-9.446663316E-4,-3.118582070E-3
7.810938208E0,-9.913654067E-4,-5.166954361E-5,-8.343669586E-3
7.840773208E0,-1.194243412E-2,-4.681387451E-3,-3.659398295E-3
7.870611833E0,-2.857488766E-2,-1.526983455E-3,1.942795701E-3
7.900445833E0,-2.873984352E-2,1.834947383E-3,-2.570931800E-3
7.930280833E0,-1.946433820E-2,3.859461285E-3,-5.282994360E-3
7.960114833E0,-5.913089029E-3,2.380495518E-2,-3.952200990E-3
7.989949833E0,-4.662904423E-3,2.437451668E-2,-6.030921824E-3
8.019783833E0,2.346843015E-3,1.046697889E-2,-4.101022147E-3
8.049617833E0,2.990018809E-3,-1.964648487E-3,2.721650526E-4
8.079452833E0,-2.640084829E-3,-2.215402946E-2,4.433346912E-4
8.109286833E0,-3.812322393E-5,-2.003239281E-2,3.269984387E-3
8.139121833E0,-3.015941940E-3,-8.143182844E-3,4.234415479E-3
8.168955833E0,1.265909988E-3,2.841837471E-3,-1.238361001E-4
8.198789833E0,-1.627658494E-3,7.899957709E-3,-2.619505860E-3
8.228624833E0,-8.314600214E-3,9.002898820E-3,-1.243665814E-3
8.258458833E0,-1.359206811E-2,1.513634995E-2,5.019241944E-4
8.288292833E0,-3.805348184E-3,4.797637928E-3,-5.632881075E-4
8.318127833E0,-1.005176920E-3,9.654788300E-3,-2.497968264E-3
8.347961833E0,-7.112333551E-4,-7.632511668E-3,-1.008068211E-3
8.377796833E0,7.029681932E-3,-7.859597914E-3,1.005137339E-3
8.407630833E0,9.185736999E-3,-9.893571958E-3,1.776858233E-3
8.437464833E0,6.116058677E-3,-9.695259854E-3,-1.665273681E-3
8.467299833E0,3.249016358E-3,-1.045353524E-2,-1.999612432E-3
8.497133833E0,1.186814159E-3,-1.252433565E-2,1.083907671E-3
8.526968833E0,6.908895448E-4,-8.098715916E-3,7.299520075E-4
8.556802833E0,5.421265960E-4,-2.683126368E-3,1.023637131E-3
8.586636833E0,4.600261338E-3,3.644683864E-3,1.296825707E-3
8.616471833E0,6.883325521E-3,-4.294765182E-3,-2.055212855E-3
8.646305833E0,1.529626548E-3,-7.992137223E-3,-8.909096941E-4
8.676140833E0,-4.312721081E-3,-2.435803879E-3,1.970799640E-3
8.705974833E0,-3.412541002E-3,5.854361225E-4,1.002966426E-3
8.735808833E0,3.421958536E-4,3.949384671E-3,1.928179525E-3
8.765643833E0,2.540657762E-3,1.047813054E-2,-1.393837854E-3
8.795477833E0,9.311753325E-3,8.840697818E-3,-1.610135660E-3
8.825312833E0,3.977753222E-3,5.161555484E-3,-2.711600158E-3
8.855146833E0,-4.842519294E-3,1.757162157E-3,8.091349155E-4
