"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.750776255E2,-8.858730316E0,4.815242767E1,-1.153934860E1
2.751074625E2,-8.858779907E0,4.833650208E1,-1.100447464E1
2.751372984E2,-8.854012489E0,4.817385864E1,-1.090656281E1
2.751671354E2,-9.281444550E0,4.830628967E1,-1.071640015E1
2.751969714E2,-9.950438499E0,4.808962250E1,-1.228723526E1
2.752268084E2,-1.108012581E1,4.764857483E1,-1.445447540E1
2.752566444E2,-1.224388313E1,4.667687225E1,-1.628353882E1
2.752864814E2,-1.342169762E1,4.600106812E1,-1.768520737E1
2.753163174E2,-1.437317276E1,4.543679047E1,-1.899975586E1
2.753461544E2,-1.461174202E1,4.482382965E1,-2.023043442E1
2.753759904E2,-1.429692841E1,4.439511871E1,-2.157142639E1
2.754058274E2,-1.387936401E1,4.407415771E1,-2.271134567E1
2.754356634E2,-1.340951538E1,4.403233337E1,-2.379041672E1
2.754655004E2,-1.282142830E1,4.402040100E1,-2.370432663E1
2.754953364E2,-1.192824268E1,4.440251160E1,-2.285228348E1
2.755251734E2,-1.124637890E1,4.429277039E1,-2.329006958E1
2.755550094E2,-1.188674641E1,4.377477264E1,-2.449429703E1
2.755848454E2,-1.299326229E1,4.290690613E1,-2.604608536E1
2.756146824E2,-1.429575062E1,4.227503967E1,-2.743873978E1
2.756445184E2,-1.544115257E1,4.177315521E1,-2.748447800E1
2.756743554E2,-1.702265358E1,4.153945923E1,-2.690845108E1
2.757041914E2,-1.829730606E1,4.154763031E1,-2.632703018E1
2.757340284E2,-1.930028152E1,4.166030121E1,-2.578628922E1
2.757638644E2,-1.909955406E1,4.189282227E1,-2.436452866E1
2.757937014E2,-1.897095108E1,4.212343597E1,-2.410933304E1
2.758235374E2,-1.818827248E1,4.245216370E1,-2.380160904E1
2.758533744E2,-1.734391403E1,4.301580048E1,-2.275893402E1
2.758832104E2,-1.526734543E1,4.401229095E1,-2.160065842E1
2.759130474E2,-1.325800991E1,4.524655914E1,-2.015966034E1
2.759428834E2,-1.230517864E1,4.605923462E1,-1.804566956E1
2.759727204E2,-1.137964535E1,4.674686432E1,-1.592003632E1
2.760025564E2,-1.076215553E1,4.710072327E1,-1.450022125E1
2.760323934E2,-1.110859680E1,4.701379395E1,-1.394584274E1
2.760622294E2,-1.130054951E1,4.722543335E1,-1.328055954E1
2.760920664E2,-1.055912495E1,4.746465302E1,-1.247972107E1
2.761219024E2,-1.026142597E1,4.780400848E1,-1.099376297E1
2.761517381E2,-9.478505135E0,4.783896637E1,-1.135688782E1
2.761815751E2,-8.898311615E0,4.757287598E1,-1.236953354E1
2.762114111E2,-9.025283813E0,4.714984894E1,-1.371182251E1
2.762412481E2,-9.776660919E0,4.660607910E1,-1.454179764E1
2.762710841E2,-9.983717918E0,4.614051819E1,-1.538660049E1
